image_name,comment_number,comment,,,,,,,
1244485675.jpg,2, The young asian boy looks at his reflection in the park .,,,,,,,
1244485675.jpg,3, The child is looking at his reflection in glass .,,,,,,,
1244485675.jpg,4, A boy looking at his reflection .,,,,,,,
124488273.jpg,0, A group of people with bikes looking in the direction another young person is pointing .,,,,,,,
124488273.jpg,1, A series of men taking a break from riding their motorcycles .,,,,,,,
124488273.jpg,2, A group of standing moped riders look off into the distance .,,,,,,,
124488273.jpg,3, Men and women on bikes stop to look at something .,,,,,,,
124488273.jpg,4, People on their motorcycles on a sidewalk .,,,,,,,
1245022983.jpg,0, A child in all pink is posing nearby a stroller with buildings in the distance .,,,,,,,
1245022983.jpg,1, A little girl in pink dances with her hands on her hips .,,,,,,,
1245022983.jpg,2, The girl in a bright pink skirt dances near a stroller .,,,,,,,
1245022983.jpg,3, The little girl in pink has her hands on her hips .,,,,,,,
1245022983.jpg,4, A small girl wearing pink dances on the sidewalk .,,,,,,,
1245194315.jpg,0, A man in sunglasses talking to a blond woman in front of a store window .,,,,,,,
1245194315.jpg,1, A fashionable man and woman are smoking in front of a storefront .,,,,,,,
1245194315.jpg,2, A man with a cigarette talks to a woman with a cigarette .,,,,,,,
1245194315.jpg,3, A couple standing in front of a store display window .,,,,,,,
1245194315.jpg,4, A man and woman enjoy a cigarette outside of a shop .,,,,,,,
124523773.jpg,0, A busy city scene with colorful lighted buildings and a lot of people walking on the street .,,,,,,,
124523773.jpg,1, An electric night in a downtown metropolitan area ,,,,,,,
124523773.jpg,2, An Asian city at night with a large number of people walking around .,,,,,,,
124523773.jpg,3, Many people are outside walking through a city .,,,,,,,
124523773.jpg,4, Group of people in a busy Asian city street .,,,,,,,
124534466.jpg,0, A woman in a blue jacket is bending down and holding out her arms for a little boy .,,,,,,,
124534466.jpg,1, A young boy in a black jacket is running towards a woman with outstretched arms .,,,,,,,
124534466.jpg,2, A woman in blue and pink reaching out for a hug from the blond-haired boy,,,,,,,
124534466.jpg,3, A woman wearing a blue jacket reaching out to a child .,,,,,,,
124534466.jpg,4, Blond boy running into a blond woman 's arms .,,,,,,,
1246237064.jpg,0, A bald white man wearing an apron dines alone at a restaurant table ,,,,,,,
1246237064.jpg,1, A man dressed as a cook enjoys a meal and bottle of wine in an empty restaurant .,,,,,,,
1246237064.jpg,2, A middle-aged man in a white apron eating a meal .,,,,,,,
1246237064.jpg,3, A chef enjoying a meal while in contemplation .,,,,,,,
1246237064.jpg,4, A man in an apron is dining at a restaurant .,,,,,,,
1246239396.jpg,0, A man wearing a white apron is sitting at a table with a meal in front of him .,,,,,,,
1246239396.jpg,1, A bald man with a white shirt and watch eating food and drinking wine .,,,,,,,
1246239396.jpg,2, A man with a mustache ,,,,,,,
1246239396.jpg,3, A man with facial hair in white clothes eating a steak .,,,,,,,
1246239396.jpg,4, Cook or butcher enjoying a meal in a restaurant .,,,,,,,
1246863003.jpg,0, Three chefs ,,,,,,,
1246863003.jpg,1, Three men work quickly preparing food in the kitchen of an upper-class Chinese restaurant .,,,,,,,
1246863003.jpg,2, Workers prepare the restaurant for hungry customers .,,,,,,,
1246863003.jpg,3, Three men are preparing food in a kitchen setting .,,,,,,,
1246863003.jpg,4, Three men are cooking in a large kitchen .,,,,,,,
1247181182.jpg,0, A man wearing a blue shirt crouches on a rocky cliff .,,,,,,,
1247181182.jpg,1, The man is sitting at the top of a rocky mountain .,,,,,,,
1247181182.jpg,2, A man sitting on a cliff in the mountains .,,,,,,,
1247181182.jpg,3, A person posing on a mountaintop .,,,,,,,
1247181182.jpg,4, a man sits on a rock .,,,,,,,
1247484195.jpg,0, A little girl wearing a yellow dress moves frantically in front of a crowded baseball stadium .,,,,,,,
1247484195.jpg,1, A young girl in a yellow dance ,,,,,,,
1247484195.jpg,2, a young girl in a yellow dress and no shoes dancing on the dugout at a baseball game .,,,,,,,
1247484195.jpg,3, A girl in a yellow dress runs across the roof of a baseball dugout during a game .,,,,,,,
1247484195.jpg,4, A young girl in a yellow dress walking at a baseball game .,,,,,,,
1248357227.jpg,0, Three children in jackets looking at water 's edge looking at their reflections in a lake,,,,,,,
1248357227.jpg,1, Three children stand next to a lake with their reflections on the water .,,,,,,,
1248357227.jpg,2, Three children looking into the water on a wooded lakeside .,,,,,,,
1248357227.jpg,3, Three children play near a placid lake in a wooded area .,,,,,,,
1248357227.jpg,4, The kids play in the wooded area near the water .,,,,,,,
1248734482.jpg,0, A girl wearing a pink shirt lays on the green grass and looks up .,,,,,,,
1248734482.jpg,1, A closeup of a young girl with a pink shirt laying on grass .,,,,,,,
1248734482.jpg,2, A young girl is laying in the grass posing for the camera,,,,,,,
1248734482.jpg,3, Girl in pink shirt with white writing lying in grass .,,,,,,,
1248734482.jpg,4, A girl in a pink shirt lies on her back in the grass .,,,,,,,
1248747267.jpg,0, A man and woman are holding a sign that reads ,,,,,,,
1248747267.jpg,1, A man and woman holding a sign that reads ,,,,,,,
1248747267.jpg,2," Two adults hold a sign which says "" Teaching Children for peace "" .",,,,,,,
1248747267.jpg,3, A man and a woman are holding a sign that says teaching children .,,,,,,,
1248747267.jpg,4, A couple holds a sign that reads Teaching children for peace .,,,,,,,
124880336.jpg,0, Three people wearing colorful costumes and masks sitting between two stone statues .,,,,,,,
124880336.jpg,1, Three people sitting in front of stone statues wearing a monkey and goblin mask .,,,,,,,
124880336.jpg,2, Three men in tribal masks are sitting down with one another .,,,,,,,
124880336.jpg,3, Three people in masks sit in an entryway .,,,,,,,
124880336.jpg,4, three people wearing mask sitting down,,,,,,,
124881487.jpg,0, Blurry picture of mountain biker descending rocky trail .,,,,,,,
124881487.jpg,1, The mountain biker in blue rides down a rocky path .,,,,,,,
124881487.jpg,2, A man rides his dirt bike down a rocky trail .,,,,,,,
124881487.jpg,3, A man on bicycle riding down a rocky hill .,,,,,,,
124881487.jpg,4, A person rides a bike down a rocky hill .,,,,,,,
1248940539.jpg,0, Three little blond girls , play on a sunny beach .,,,,,,
1248940539.jpg,1, Three children are playing in sand near to the beach .,,,,,,,
1248940539.jpg,2, Three young girls dance on the beach in the sand .,,,,,,,
1248940539.jpg,3, Three children playing in sand at beach,,,,,,,
1248940539.jpg,4, Three girls play in the sand .,,,,,,,
1248953128.jpg,0, A little girl in a colorful dress is playing with a blue and red soccer ball .,,,,,,,
1248953128.jpg,1, Girls in brightly-colred clothes plays with a blue ball .,,,,,,,
1248953128.jpg,2, The young girl is kicking a blue and red soccer ball .,,,,,,,
1248953128.jpg,3, Young girl in blue dress stepping over a soccer ball .,,,,,,,
1248953128.jpg,4, A little girl in a dress playing with a soccer ball .,,,,,,,
124972799.jpg,0, A snarling brown and black dog corners a brown long-haired cat under a wooden bench .,,,,,,,
124972799.jpg,1, A cat under the bench hissing with a dog growling and trying to get it .,,,,,,,
124972799.jpg,2, Black and brown dog growling at brown cat hiding under wooden bench .,,,,,,,
124972799.jpg,3, A dog toys with a cat hiding under a bench .,,,,,,,
124972799.jpg,4, A snarling dog approaches a hissing cat .,,,,,,,
1250181412.jpg,0, Six people ride mountain bikes through a jungle environment .,,,,,,,
1250181412.jpg,1, Men ,,,,,,,
1250181412.jpg,2, There are six men mountain biking in a forest terrain .,,,,,,,
1250181412.jpg,3, Six People riding bikes on a trail in the forest .,,,,,,,
1250181412.jpg,4, A group of people is bike riding in the woods .,,,,,,,
1250745375.jpg,0, A group of people attending either a concert or a party .,,,,,,,
1250745375.jpg,1, A crowd of people are gathered at some kind of event .,,,,,,,
1250745375.jpg,2, Many people are standing and are watching something .,,,,,,,
1250745375.jpg,3, A crowd is gathered at an outdoor event .,,,,,,,
1250745375.jpg,4, A large gathering of people .,,,,,,,
1250845715.jpg,0, Two women sitting under a tent ,,,,,,,
1250845715.jpg,1, 2 people sit barefoot in a tent ,,,,,,,
1250845715.jpg,2, Two young women drink beer and play guitar in tent at outdoor event .,,,,,,,
1250845715.jpg,3, People in a tent listening to one playing a guitar .,,,,,,,
1250845715.jpg,4, Two girls at peace during a music festival .,,,,,,,
1250854171.jpg,0, A man with an axe chopping wood in front of a teepee .,,,,,,,
1250854171.jpg,1, A man is chopping wood beside his teepee in a park .,,,,,,,
1250854171.jpg,2, A man in shorts is chopping wood outside a teepee .,,,,,,,
1250854171.jpg,3, A man is getting his tepee ready for a festival .,,,,,,,
1250854171.jpg,4, man splitting wood next to a white teepee tent .,,,,,,,
125093729.jpg,0, A boy wearing a bike helmet ,,,,,,,
125093729.jpg,1, One boy in a striped shirt and one girl in a green shirt each riding on bicycles with training wheels .,,,,,,,
125093729.jpg,2, A little boy and girl riding their bikes down the sidewalk with training wheels on .,,,,,,,
125093729.jpg,3, Two young children ,,,,,,,
125093729.jpg,4, Two young children ride bicycles .,,,,,,,
1251558317.jpg,0, A woman and a young boy sit on a police motorcycle and smile for the camera .,,,,,,,
1251558317.jpg,1, A woman and a child are sitting on a motorized police vehicle .,,,,,,,
1251558317.jpg,2, An adult and a child sitting on a police motorcycle .,,,,,,,
1251558317.jpg,3, A woman and little boy sits on a police motorcycle .,,,,,,,
1251558317.jpg,4, A woman and boy sit on a police motorcycle .,,,,,,,
1251583490.jpg,0, A skinny shirtless man wearing sunglasses ,,,,,,,
1251583490.jpg,1, A shirtless man wearing a black hat and a scarf works on an anvil .,,,,,,,
1251583490.jpg,2, A shirtless man in a hat and tie is hammering metal on an anvil .,,,,,,,
1251583490.jpg,3, A man with no shirt on and a hat is using a hammer and anvil .,,,,,,,
1251583490.jpg,4, A shirtless man working with iron .,,,,,,,
1251716308.jpg,0, A person with short hair and a scarf plays a strange-shaped instrument with a bow .,,,,,,,
1251716308.jpg,1, Woman with a brown shall playing an instrument in front of a large image .,,,,,,,
1251716308.jpg,2, A woman wearing a scarf is playing an electric cello .,,,,,,,
1251716308.jpg,3, A woman in black is playing a Cello type instrument .,,,,,,,
1251716308.jpg,4, The lady wearing a black top is playing the cello .,,,,,,,
1251898514.jpg,0, two men in a wooden boat ,,,,,,,
1251898514.jpg,1, Two men one in yellow the other in black riding in a boat on a river ,,,,,,,
1251898514.jpg,2, A man wearing yellow and another man ride down a body of water in a wooden boat .,,,,,,,
1251898514.jpg,3, A man in yellow and a man in green boating down a river on an overcast day .,,,,,,,
1251898514.jpg,4, Two men ,,,,,,,
1252210354.jpg,0, A young man ,,,,,,,
1252210354.jpg,1, A young man playing nine ball billiards is aiming for the nine ball .,,,,,,,
1252210354.jpg,2, A young man with ginger hour is playing a game of pool .,,,,,,,
1252210354.jpg,3, A young man lining up his shot in a game of pool .,,,,,,,
1252210354.jpg,4, A young man is shooting pool .,,,,,,,
1252396628.jpg,0, a man in a red outfit is riding a red motorbike uphill on a motocross circuit .,,,,,,,
1252396628.jpg,1, A man in a red biker suit on a red dirt bike going down a muddy road .,,,,,,,
1252396628.jpg,2, A motorcycle racer in a red jumpsuit and helmet rides up a dirt hill .,,,,,,,
1252396628.jpg,3, A man in red riding gear riding a dirt bike down a path,,,,,,,
1252396628.jpg,4, A man riding a dirt bike up a muddy hill .,,,,,,,
12526324.jpg,0, A child is taking a drink from a large cup with a straw being held by a woman .,,,,,,,
12526324.jpg,1, A toddler using a straw to drink from a paper cup in front of a McDonald 's .,,,,,,,
12526324.jpg,2, A woman wearing glasses helps a small boy drink out of her cup .,,,,,,,
12526324.jpg,3, A woman giving a blond-haired toddler a drink from a cup .,,,,,,,
12526324.jpg,4, Baby taking a refreshing sip,,,,,,,
125272627.jpg,0, Several women are gather around a table in a corner surrounded by bookshelves .,,,,,,,
125272627.jpg,1, Six people are sitting around an L-shaped table surrounded by books and yarn .,,,,,,,
125272627.jpg,2, Six women are sitting at a table together in front of a bookshelf .,,,,,,,
125272627.jpg,3, A group of women having drinks in at a table in a cafe bookstore .,,,,,,,
125272627.jpg,4, A family eating lunch after shopping .,,,,,,,
1252787177.jpg,0, Three pairs of different-colored underwear hanging from a clothesline with people and cars in the background,,,,,,,
1252787177.jpg,1, Three pairs of women 's underwear are hanging on a wire under an awning .,,,,,,,
1252787177.jpg,2, three pairs of underpants are hanging from a line under a red shelter .,,,,,,,
1252787177.jpg,3, People walk by a display of underwear hanging in a stall .,,,,,,,
1252787177.jpg,4, Three pairs of granny panties hanging on a line .,,,,,,,
1253095131.jpg,0, Two blond women sit outside as people walk by wearing casual clothing and some wearing bookbags .,,,,,,,
1253095131.jpg,1, two females in a sitting down in a highly populated area .,,,,,,,
1253095131.jpg,2, 2 blond girls are sitting on a ledge in a crowded plaza .,,,,,,,
1253095131.jpg,3, A large number of people walk or rest near a fountain .,,,,,,,
1253095131.jpg,4, Two women have a seat in a busy metropolitan area .,,,,,,,
125319704.jpg,0, Two people ,,,,,,,
125319704.jpg,1, Two bicyclists pose by a stream for a picture .,,,,,,,
125319704.jpg,2, Two off road bikers stopped in a creek .,,,,,,,
125319704.jpg,3, Person standing beside bike in stream .,,,,,,,
125319704.jpg,4, two biker walk across the ground .,,,,,,,
1253264731.jpg,0, A girl wearing a pink shirt and overalls is smiling and there is another child that is out of focus .,,,,,,,
1253264731.jpg,1, A girl in a coral shirt with glasses is smiling while leaning against a fence .,,,,,,,
1253264731.jpg,2, Two girls ,,,,,,,
1253264731.jpg,3, Two children are standing on a green metal fence .,,,,,,,
1253264731.jpg,4, Children playing in stopped motion,,,,,,,
1253275679.jpg,0, a young boy wearing a clever black and white shirt with his head bowed down,,,,,,,
1253275679.jpg,1, The boy is wearing a black t-shirt with an AD parody of the AC logo .,,,,,,,
1253275679.jpg,2, A boy has his head down and is wearing a shirt that says ADHD .,,,,,,,
1253275679.jpg,3," Young boy with a black "" ADHD "" t-shirt nodding off",,,,,,,
1253275679.jpg,4, Young boy wearing an AC t-shirt looking down .,,,,,,,
125382282.jpg,0, The blue SUV was completely totaled in the accident and was towed away promptly .,,,,,,,
125382282.jpg,1, A man dressed in black is attaching a tow-bar to a dark blue ,,,,,,,
125382282.jpg,2, A wrecked sport utility vehicle is loaded to be towed by another truck .,,,,,,,
125382282.jpg,3, A truck has just crashed into the back of another truck .,,,,,,,
125382282.jpg,4, A damaged black color car on the street .,,,,,,,
1254659.jpg,0," A sign that displays "" Mongolian BBQ "" shines above two employees in white shirts and caps and green aprons .",,,,,,,
1254659.jpg,1, Two restaurant employees exchange a plate of food under a Mongolian BBQ neon sign .,,,,,,,
1254659.jpg,2, Man and woman employed by Mongolian Barbecue stand at counter .,,,,,,,
1254659.jpg,3, Two workers in a mongolian bbq restaurant .,,,,,,,
1254659.jpg,4, Two people working in a resaurant .,,,,,,,
1255504166.jpg,0, A small child in water with a splash encircling him while the white clouds float over the mountains .,,,,,,,
1255504166.jpg,1, A little boy is playing in the water with a beautiful sunset and mountains in the background .,,,,,,,
1255504166.jpg,2, A young boy plays in the water with the mountains in the background .,,,,,,,
1255504166.jpg,3, A child is splashing in the water,,,,,,,
1255504166.jpg,4, A boy playing in a lake,,,,,,,
1255599434.jpg,0, Two young boys in swimming trunks are in the water looking at each other .,,,,,,,
1255599434.jpg,1, Three children wearing swim trunks and no shirts play in the surf .,,,,,,,
1255599434.jpg,2, Three children playing in the wake of the ocean .,,,,,,,
1255599434.jpg,3, Two boys playing in the water wearing shorts .,,,,,,,
1255599434.jpg,4, Three boys playing in the ocean .,,,,,,,
1255846277.jpg,0, A big green tractor pulls a red attachment along a weeded area .,,,,,,,
1255846277.jpg,1, A green tractor with a red machine on the back is in a field .,,,,,,,
1255846277.jpg,2, a green John Deere tractor in a field pulling a red trailer .,,,,,,,
1255846277.jpg,3, A colorful tractor in the field .,,,,,,,
1255846277.jpg,4, A tractor is driving in a field .,,,,,,,
125635185.jpg,0, Three children are playing outdoors ,,,,,,,
125635185.jpg,1, Two children swing in dusty rooftop from a swing made from a steel drum .,,,,,,,
125635185.jpg,2, Two children are playing on a makeshift barrel swing .,,,,,,,
125635185.jpg,3, Two children play on a barrel turned swing .,,,,,,,
125635185.jpg,4, A boy and a girl swinging on a barrel .,,,,,,,
1257692349.jpg,0, A varied crowd mills about ( or rough-houses ) on a public street ,,,,,,,
1257692349.jpg,1, A crowd of people are in a city square ,,,,,,,
1257692349.jpg,2, A group of onlookers glance at a person doing a strange trick on her head .,,,,,,,
1257692349.jpg,3, Group of people gathered out on the streets near a display of bicycles .,,,,,,,
1257692349.jpg,4, A large crown walks by three friends climbing on top of each other .,,,,,,,
1258371874.jpg,0, Two individuals on a beach jumping up with their arms and legs spread wide open .,,,,,,,
1258371874.jpg,1, A man and woman jump simultaneously in the shallow water of a beach .,,,,,,,
1258371874.jpg,2, two people do jumping jacks on the beach,,,,,,,
1258371874.jpg,3, A man and woman on a beach ,,,,,,,
1258371874.jpg,4, 2 kids are jumping on the beach .,,,,,,,
1258913059.jpg,0, Three people sit at an outdoor table in front of a building painted like the Union Jack .,,,,,,,
1258913059.jpg,1, Three people sit at a picnic table outside of a building painted like a union jack .,,,,,,,
1258913059.jpg,2, Three people are sitting at an outside picnic bench with an umbrella .,,,,,,,
1258913059.jpg,3, A couple of people sit outdoors at a table with an umbrella and talk .,,,,,,,
1258913059.jpg,4, Three people sit at an outdoor cafe .,,,,,,,
1259627071.jpg,0, There are about a dozen of men in work clothes that are getting directions for a task .,,,,,,,
1259627071.jpg,1, A man in a blue coat addresses a group of at least sixteen men and women in a field .,,,,,,,
1259627071.jpg,2, A man with a clipboard talks to a group of men in a field .,,,,,,,
1259627071.jpg,3, Farmers are standing around and look angry .,,,,,,,
1259627071.jpg,4, People standing outside in a field .,,,,,,,
1259936608.jpg,0, The two young girls ,,,,,,,
1259936608.jpg,1, A little girl with arms outstretched plays with others at a sprinkler park .,,,,,,,
1259936608.jpg,2, Two kids playing in a fountain at a water park .,,,,,,,
1259936608.jpg,3, Children playing in public waterspouts .,,,,,,,
1259936608.jpg,4, Children play in a water fountain .,,,,,,,
126042604.jpg,0, A young boy wearing a white shirt is dangling from the monkey bars .,,,,,,,
126042604.jpg,1, Child playing on a playground ,,,,,,,
126042604.jpg,2, A yelling child plays on blue monkey bars .,,,,,,,
126042604.jpg,3, Boy hanging on a jungle-gym at the park,,,,,,,
126042604.jpg,4, A boy is hanging on monkey bars .,,,,,,,
1260501563.jpg,0, Three dogs on the beach ,,,,,,,
1260501563.jpg,1, Three dogs are walking on sand and casting shadows .,,,,,,,
1260501563.jpg,2, The 3 dogs are cruising down the street .,,,,,,,
1260501563.jpg,3, The three dogs are walking on the sand .,,,,,,,
1260501563.jpg,4, Three dogs trot down the beach .,,,,,,,
1260816604.jpg,0, A person in a red car ,,,,,,,
1260816604.jpg,1, The lady in the red car is crossing the bridge .,,,,,,,
1260816604.jpg,2, A person waits inside a red compact car .,,,,,,,
1260816604.jpg,3, A red car driving over a bridge .,,,,,,,
1260816604.jpg,4, A person drives in a red car .,,,,,,,
1262077938.jpg,0, A young asian woman wearing long shorts and a gray collared t-shirt is sitting on a wooden bench .,,,,,,,
1262077938.jpg,1, A young woman with a black purse sits on a wooden bench .,,,,,,,
1262077938.jpg,2, A woman with a handbag is sitting on a wooden bench .,,,,,,,
1262077938.jpg,3, A girl with a black purse sitting on a wooden bench .,,,,,,,
1262077938.jpg,4, A woman sits alone on a park bench in the sun .,,,,,,,
126227418.jpg,0, A man in a plaid shirt with a laptop in his lap is sitting next to a table with a microscope and a circuit board on it .,,,,,,,
126227418.jpg,1, A man in a plaid shirt connecting his black laptop to his microscope .,,,,,,,
126227418.jpg,2, A guy with a laptop connected to a microscope doing some research .,,,,,,,
126227418.jpg,3, A guy hooking up his laptop to a microscope .,,,,,,,
126227418.jpg,4, A man working on a circuit board,,,,,,,
126238618.jpg,0, Man dressed in coat ,,,,,,,
126238618.jpg,1, A man ,,,,,,,
126238618.jpg,2, A man wearing a beanie painting a realistic portrait of a building .,,,,,,,
126238618.jpg,3, A man is painting on a sidewalk in the city .,,,,,,,
126238618.jpg,4, A man is painting on a city street .,,,,,,,
1262454669.jpg,0, a woman is sitting on a bench with a latte in her lap and a white dog on a blue leash to her side .,,,,,,,
1262454669.jpg,1, A woman eats on a bench while a brown and white leashed dog stands next to her .,,,,,,,
1262454669.jpg,2, Woman sitting on bench and holding the leash of a large white and brown dog .,,,,,,,
1262454669.jpg,3, A girl in a white shirt is sitting on a park bench with a dog next to her .,,,,,,,
1262454669.jpg,4, A woman sits on a bench at the park with her dog in front of her .,,,,,,,
1262583859.jpg,0, A man in a bright green shirt and sunglasses is riding a bicycle through the streets whilst drinking a latte .,,,,,,,
1262583859.jpg,1, A man in a bright green shirt riding a bicycle in a paved courtyard ,,,,,,,
1262583859.jpg,2, A man rides on his bike with one hand and holds a drink with the other .,,,,,,,
1262583859.jpg,3, A man riding a bike wearing a green shirt with a drink in his hand .,,,,,,,
1262583859.jpg,4, a biker enjoys a coffee .,,,,,,,
1262720546.jpg,0, A young musician playing a small guitar and singing ,,,,,,,
1262720546.jpg,1, A man is playing a small guitar-like instrument and singing into a microphone .,,,,,,,
1262720546.jpg,2, A man in a blue collared shirt plays an instrument and sings .,,,,,,,
1262720546.jpg,3, A man wearing a blue shirt is performing out on a street .,,,,,,,
1262720546.jpg,4, Man playing a small guitar and singing .,,,,,,,
1262808368.jpg,0, A woman with a blue shirt and blue shorts has her hand on a white taxi ,,,,,,,
1262808368.jpg,1, A woman in blue wearing flip-flops touches a passing car while walking beside a young man in a green striped shirt .,,,,,,,
1262808368.jpg,2, A woman in a dark blue , down a street .,,,,,,
1262808368.jpg,3, The women with shorts has her hand placed on a white car .,,,,,,,
1262808368.jpg,4, A woman wearing blue standing next to a white car .,,,,,,,
1263126002.jpg,0, Baby with blond pigtails in yellow room attempting to climb out of green playpen .,,,,,,,
1263126002.jpg,1, A female toddler in pigtails is trying to climb out of a green and white playpen .,,,,,,,
1263126002.jpg,2, A baby in pigtails tries to climb out of their playpen .,,,,,,,
1263126002.jpg,3, A baby girl is attempting to climb out of her green crib,,,,,,,
1263126002.jpg,4, A toddler is in a green playpen .,,,,,,,
12637806.jpg,0, A man in jeans and a blue long-sleeved shirt is on his phone while leaning on the edge of a building .,,,,,,,
12637806.jpg,1, A man on a cellphone stands outside of a building with pictures of women in black shirts behind him .,,,,,,,
12637806.jpg,2, A person is standing with one leg propped up with an object with a blue line in his left hand .,,,,,,,
12637806.jpg,3, A man in a blue denim shirt is talking on his cellphone while wearing sunglasses .,,,,,,,
12637806.jpg,4, The man in the blue is on the phone .,,,,,,,
126378326.jpg,0, Children are climbing and digging in the sand at a makeshift playground ,,,,,,,
126378326.jpg,1, A little boy climbs on a stack of tractor tires at a playground .,,,,,,,
126378326.jpg,2, A little boy climbs a tire structure on a playground .,,,,,,,
126378326.jpg,3, kids playing at a playground on a stack of tires,,,,,,,
126378326.jpg,4, A small boy is sitting on a stack of tires .,,,,,,,
1263801010.jpg,0, A person in a red and black ski outfit is looking over a snowy ,,,,,,,
1263801010.jpg,1, A man in red snow gear looks at an expanse of snow and mountains .,,,,,,,
1263801010.jpg,2, A man in a red jacket looking out over snow-covered mountains .,,,,,,,
1263801010.jpg,3, A person in a red coat looking out at a snowy landscape .,,,,,,,
1263801010.jpg,4, View from the summit,,,,,,,
126438084.jpg,0, A man in all white sitting cross-legged around big wide baskets of different vegetables in a market .,,,,,,,
126438084.jpg,1, A local vegetable vendor is ready and waiting to sell his wares to customers .,,,,,,,
126438084.jpg,2, A man sitting in a lotus position among several large baskets of vegetables .,,,,,,,
126438084.jpg,3, a man wearing a wife-beater ,,,,,,,
126438084.jpg,4, A man in a white tank top is sitting among bowls of vegetables .,,,,,,,
12648121.jpg,0, A skateboarder in a red baseball cap ,,,,,,,
12648121.jpg,1, A boy in a red hat and black shirt is skateboarding near a red and white striped curb .,,,,,,,
12648121.jpg,2, A person wearing a hat and baggy pants is skateboarding on cement .,,,,,,,
12648121.jpg,3, A boy in a black shirt and beige shorts is riding his skateboard .,,,,,,,
12648121.jpg,4, A guy wearing a black shirt and a red hat riding his skateboard .,,,,,,,
126514207.jpg,0, A child is rock climbing while wearing a white safety helmet , blue jeans and white sneakers .,,,,,,
126514207.jpg,1, An inflatable rock climbing obstacle is scaled by a person wearing a white helmet .,,,,,,,
126514207.jpg,2, A young person with rock climbing gear rock climbing on a artificial rock wall .,,,,,,,
126514207.jpg,3, a young child is climbing a rock wall in all his protective gear .,,,,,,,
126514207.jpg,4, A kid climbing a wall ,,,,,,,
1265343716.jpg,0, The girl with the long brown hair and bangs in her face is holding her hand to her chest .,,,,,,,
1265343716.jpg,1, Asian woman in white shirt standing away from the crowd behind her .,,,,,,,
1265343716.jpg,2, Asian girl on the street touches chest with left hand .,,,,,,,
1265343716.jpg,3, The beautiful lady is looking at the photographer .,,,,,,,
1265343716.jpg,4, A young girl wearing a white blouse is watching .,,,,,,,
1265501253.jpg,0, A woman in jeans and a hoodie on a subway sleeping while others ride along .,,,,,,,
1265501253.jpg,1, A woman in a polka dotted jacket is asleep on a train full of people,,,,,,,
1265501253.jpg,2, A woman on a subway is falling asleep .,,,,,,,
1265501253.jpg,3, A woman is asleep in a subway car .,,,,,,,
1265501253.jpg,4, A woman sleeping on the subway .,,,,,,,
126594141.jpg,0, A girl with a ponytail is tying her shoes with a bent knee while on a grassy field .,,,,,,,
126594141.jpg,1, A female athlete ties the laces of one of her cleats on the field .,,,,,,,
126594141.jpg,2, A female soccer player crouches to put on her shoes .,,,,,,,
126594141.jpg,3, A girl tying her shoe in a large sports field .,,,,,,,
126594141.jpg,4, Soccer player kneeling down to tie her shoe .,,,,,,,
1266008699.jpg,0, A man wearing a yellow visor ,,,,,,,
1266008699.jpg,1, A man is jumping off of the upper level kitchen in his home .,,,,,,,
1266008699.jpg,2, A man in yellow and green shorts jumping in a living room .,,,,,,,
1266008699.jpg,3, A man in a yellow shirt is jumping in a living room .,,,,,,,
1266008699.jpg,4, A man in a yellow shirt is jumping .,,,,,,,
1266116986.jpg,0, A little girl wrapped in a dark blanket smiles broadly and stirs a spoon in a pan while she stands beside a crowded kitchen counter .,,,,,,,
1266116986.jpg,1, Young girl stirs a pot with a spoon in the kitchen while wearing a large black blanket .,,,,,,,
1266116986.jpg,2, Young ,,,,,,,
1266116986.jpg,3, A little girl with a bindi laughs as she stirs a pot in the kitchen .,,,,,,,
1266116986.jpg,4, A child standing and stirring a pot of food .,,,,,,,
1266359954.jpg,0, A woman seated on the subway wearing blue jeans and a black shirt with small designs has her head bent down to her knees .,,,,,,,
1266359954.jpg,1, A woman in a sweater and blue jeans leans over and catches some sleep on the subway .,,,,,,,
1266359954.jpg,2, Several travelers either standing or sitting on what appears to be a subway car .,,,,,,,
1266359954.jpg,3, A woman on the subway ,,,,,,,
1266359954.jpg,4, Women sleeping with her head on her lap on subway .,,,,,,,
12668600.jpg,0, A young boy actively engaged in display model .,,,,,,,
12668600.jpg,1, A boy experiencing and exhibit at the museum .,,,,,,,
12668600.jpg,2, A boy is adjusting a museum exhibit .,,,,,,,
12668600.jpg,3, A boy is learning how to use a loom .,,,,,,,
12668600.jpg,4, A child is looking at an exhibit .,,,,,,,
126762293.jpg,0, A man in a black shirt and blue pants jumps over a stack of wooden boxes .,,,,,,,
126762293.jpg,1, A male gymnast leaps over a stack of wooden platforms .,,,,,,,
126762293.jpg,2, A man is jumping over a tall object in a gymnasium .,,,,,,,
126762293.jpg,3, A man is in mid-leap over a stack of wooden steps .,,,,,,,
126762293.jpg,4, A man is jumping over some gymnastics equipment .,,,,,,,
1267711451.jpg,0, a black and white dog walking through the grass with a long stick in his mouth .,,,,,,,
1267711451.jpg,1, A dog trots across the ground with a large stick in his mouth .,,,,,,,
1267711451.jpg,2, A black and white dog is carrying a stick in its mouth .,,,,,,,
1267711451.jpg,3, A black and white dog carrying a large stick,,,,,,,
1267711451.jpg,4, a dog holds a stick in its mouth .,,,,,,,
